Chemical_name	CAS_number	InChIKey	Screening_method	Class_1	Class_2	Class_3	MoA_broad	MoA_specific	Molecular_target	Matrix	Sites	MDL	Quant	units
Pindolol	13523-86-9	JZQKKSLKJUAGIC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist, Beta adrenergic receptor partial agonist	Beta-1 and beta-2 adrenergic receptor	PoreWater	Q_O_BBL	20	0.4902	ng/L
Pindolol	13523-86-9	JZQKKSLKJUAGIC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist, Beta adrenergic receptor partial agonist	Beta-1 and beta-2 adrenergic receptor	PoreWater	Q_R_05	20	0.0821	ng/L
Pindolol	13523-86-9	JZQKKSLKJUAGIC-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihypertensive	beta blocker	Cardiovascular system	Beta adrenergic receptor antagonist, Beta adrenergic receptor partial agonist	Beta-1 and beta-2 adrenergic receptor	PoreWater	Q_R_BBL	20	0.1417	ng/L
Fenuron	101-42-8	XXOYNJXVWVNOOJ-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	phenylurea	Photosynthesis inhibition	Photosystem II inhibition	Photosystem II	PoreWater	Q_R_03	0.7	15.9698	ng/L
Fenuron	101-42-8	XXOYNJXVWVNOOJ-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	phenylurea	Photosynthesis inhibition	Photosystem II inhibition	Photosystem II	PoreWater	Q_R_05	0.7	13.777	ng/L
Pentobarbital	76-74-4	WEXRUCMBJFQVBZ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	sedative	barbiturate	Neuroactive	GABA(A) receptor positive allosteric modulator	GABA(A) receptor	PoreWater	Q_M_01	0.5	34.8123	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_O_01	1	0.9465	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_R_03	1	2.7864	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_R_05	1	2.2942	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_R_BBL	1	3.2188	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_T_01	1	2.658	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_T_03	1	2.5272	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_T_05	1	3.2622	ng/L
2-Isopropyl-6-methyl-pyrimidin-4-ol	2814-20-2	AJPIUNPJBFBUKK-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	organophosphate	unknown	n/a	n/a	PoreWater	Q_T_BBL	1	1.7342	ng/L
o-Dianisidine	119-90-4	JRBJSXQPQWSCCF-UHFFFAOYSA-N	LC-HRMS	intermediate	dye intermediate	aromatic amine	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	0.0441	ng/L
o-Dianisidine	119-90-4	JRBJSXQPQWSCCF-UHFFFAOYSA-N	LC-HRMS	intermediate	dye intermediate	aromatic amine	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	0.0375	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_M_01	0.5	0.233	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_M_03	0.5	0.426	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_M_05	0.5	0.072	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_M_BBL	0.5	0.135	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_O_03	0.5	0.497	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_O_05	0.5	0.341	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_O_BBL	0.5	0.105	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_R_03	0.5	0.065	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_R_05	0.5	0.009	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_R_BBL	0.5	0.119	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_T_01	0.5	15.142	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_T_03	0.5	0.209	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_T_05	0.5	0.289	ng/L
Bis(4-chlorophenyl)sulfone	80-07-9	GPAPPPVRLPGFEQ-UHFFFAOYSA-N	GC-HRMS	polymer additive	monomer	sulfone	unknown	n/a	n/a	PoreWater	Q_T_BBL	0.5	0.09	ng/L
PCB 101	37680-73-2	LAHWLEDBADHJGA-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	unknown	n/a	n/a	PoreWater	Q_M_01	1.3	1.797	ng/L
PCB 101	37680-73-2	LAHWLEDBADHJGA-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	unknown	n/a	n/a	PoreWater	Q_M_03	1.3	5.687	ng/L
PCB 101	37680-73-2	LAHWLEDBADHJGA-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	unknown	n/a	n/a	PoreWater	Q_O_03	1.3	0.47	ng/L
PCB 101	37680-73-2	LAHWLEDBADHJGA-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	unknown	n/a	n/a	PoreWater	Q_O_05	1.3	1.176	ng/L
PCB 101	37680-73-2	LAHWLEDBADHJGA-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	unknown	n/a	n/a	PoreWater	Q_T_01	1.3	6.991	ng/L
PCB 180	35065-29-3	WBHQEUPUMONIKF-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	PoreWater	Q_M_03	17.3	0.561	ng/L
PCB 180	35065-29-3	WBHQEUPUMONIKF-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	PoreWater	Q_O_03	17.3	0.55	ng/L
PCB 180	35065-29-3	WBHQEUPUMONIKF-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	PoreWater	Q_T_01	17.3	4.359	ng/L
PCB 180	35065-29-3	WBHQEUPUMONIKF-UHFFFAOYSA-N	GC-HRMS	POP	PCB	PCB	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	PoreWater	Q_T_BBL	17.3	0.464	ng/L
BDE-47	5436-43-1	XYBSIYMGXVUVGY-UHFFFAOYSA-N	GC-HRMS	polymer additive	flame retardant	PBDE	Endocrine	n/a	n/a	PoreWater	Q_O_03	16	0.094	ng/L
BDE-47	5436-43-1	XYBSIYMGXVUVGY-UHFFFAOYSA-N	GC-HRMS	polymer additive	flame retardant	PBDE	Endocrine	n/a	n/a	PoreWater	Q_T_01	16	2.248	ng/L
BDE-47	5436-43-1	XYBSIYMGXVUVGY-UHFFFAOYSA-N	GC-HRMS	polymer additive	flame retardant	PBDE	Endocrine	n/a	n/a	PoreWater	Q_T_BBL	16	0.154	ng/L
3,4-Dichlorophenylurea	2327-02-8	CYESCLHCWJKRKM-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	phenylurea	unknown	n/a	n/a	PoreWater	Q_M_01	10	0.9372	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_M_01	2	3.2121	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_M_03	2	3.841	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_M_05	2	3.583	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_M_BBL	2	3.1556	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_O_01	2	3.2461	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_O_03	2	3.534	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_O_05	2	4.1402	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_O_BBL	2	3.9392	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_R_03	2	5.6949	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_R_05	2	5.9662	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_R_BBL	2	6.0255	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_T_01	2	5.4714	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_T_03	2	5.0816	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_T_05	2	5.4145	ng/L
2,4-Dinitrophenol	51-28-5	UFBJCMHMOXMLKC-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	phenol	Respiratory system	Electron transport inhibition	n/a	PoreWater	Q_T_BBL	2	4.4996	ng/L
Dimethylaminophenazone	58-15-1	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	Antiinflammatory	n/a	n/a	PoreWater	Q_O_01	1	0.3614	ng/L
Dimethylaminophenazone	58-15-1	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	Antiinflammatory	n/a	n/a	PoreWater	Q_O_05	1	0.4179	ng/L
Dimethylaminophenazone	58-15-1	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	Antiinflammatory	n/a	n/a	PoreWater	Q_R_03	1	0.3968	ng/L
Dimethylaminophenazone	58-15-1	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	Antiinflammatory	n/a	n/a	PoreWater	Q_R_BBL	1	0.4298	ng/L
Dimethylaminophenazone	58-15-1	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	Antiinflammatory	n/a	n/a	PoreWater	Q_T_05	1	0.3922	ng/L
Dimethylaminophenazone	58-15-1	RMMXTBMQSGEXHJ-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	analgesic	pyrazolone analgesic	Antiinflammatory	n/a	n/a	PoreWater	Q_T_BBL	1	0.3975	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_M_01	2	4.3506	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_M_03	2	2.5078	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_M_05	2	4.9594	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_M_BBL	2	2.3322	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_O_01	2	4.6526	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_O_03	2	2.1214	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_O_05	2	4.3313	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_O_BBL	2	0.8895	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_R_01	2	2.5022	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_R_03	2	4.5651	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_R_05	2	4.8048	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_R_BBL	2	7.903	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_T_01	2	5.1214	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_T_03	2	2.9688	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_T_05	2	3.715	ng/L
2-Benzothiazolesulfonic acid	941-57-1	ZCXGMSGCBDSEOY-UHFFFAOYSA-N	LC-HRMS	polymer additive	rubber additive	vulcanisation accelerator	unknown	n/a	n/a	PoreWater	Q_T_BBL	2	2.4874	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	PoreWater	Q_M_01	18.1	0.365	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	PoreWater	Q_M_03	18.1	0.722	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	PoreWater	Q_M_05	18.1	0.146	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	PoreWater	Q_M_BBL	18.1	0.374	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	PoreWater	Q_O_03	18.1	0.033	ng/L
Dicofol	115-32-2	UOAMTSKGCBMZTC-UHFFFAOYSA-N	GC-HRMS	POP	insecticide	organochlorine	Neuroactive	Adenylate cyclase inhibition	Octopamine-stimulated adenylate cyclase	PoreWater	Q_T_01	18.1	0.338	ng/L
Crotamiton	483-63-6	DNTGGZPQPQTDQF-XBXARRHUSA-N	LC-HRMS	pharmaceutical	antiparasitic	anilide analgesic	Neuroactive	TRPV inhibition	Transient Receptor Potential Vanilloid 4 (TRPV4)	PoreWater	Q_R_03	1	0.7741	ng/L
Crotamiton	483-63-6	DNTGGZPQPQTDQF-XBXARRHUSA-N	LC-HRMS	pharmaceutical	antiparasitic	anilide analgesic	Neuroactive	TRPV inhibition	Transient Receptor Potential Vanilloid 4 (TRPV4)	PoreWater	Q_R_05	1	0.821	ng/L
Cetirizine	83881-51-0	ZKLPARSLTMPFCP-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antihistamine	piperazine	Antihistamine	Histamine receptor antagonist	Histamine H1 receptor	PoreWater	Q_T_05	1	0.0977	ng/L
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	PoreWater	Q_M_03	1	0.0296	ng/L
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	PoreWater	Q_O_03	1	0.038	ng/L
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	PoreWater	Q_R_03	1	0.0217	ng/L
Daidzein	486-66-8	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	LC-HRMS	food and beverage	plant constituent	isoflavone	Endocrine	GPER agonist	G protein-coupled estrogen receptor (GPER)	PoreWater	Q_T_01	1	0.0245	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_M_05	0.7	0.077	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_M_BBL	0.7	0.1818	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_O_05	0.7	0.30620000000000003	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_O_BBL	0.7	0.2932	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_R_03	0.7	0.552	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_R_05	0.7	2.4518	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_R_BBL	0.7	0.7209	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_T_01	0.7	0.0412	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_T_05	0.7	0.0734	ng/L
Bisphenol S	80-09-1	VPWNQTHUCYMVMZ-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	bisphenol	Endocrine	n/a	Estrogen receptor, Androgen receptor	PoreWater	Q_T_BBL	0.7	1.0323	ng/L
Acetyl-sulfamethoxazole	21312-10-7	GXPIUNZCALHVBA-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antibiotic	sulfonamide	unknown	n/a	n/a	PoreWater	Q_R_03	1	1.6045	ng/L
Secobarbital	76-73-3	KQPKPCNLIDLUMF-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	sedative	barbiturate	Neuroactive	GABA(A) receptor potentiator	GABA(A) receptor	PoreWater	Q_T_01	0.5	0.0215	ng/L
Amitriptyline	50-48-6	KRMDCWKBEZIMAB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antidepressant	non-selective monoamine reuptake inhibitor	Neuroactive	Serotonin-noradrenaline reuptake inhibition (SNRI), Serotonin receptor antagonist	Sodium-dependent serotonin and noradrenaline transporter, Serotonin 5-HT2A receptor	PoreWater	Q_M_01	1	0.3179	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	PoreWater	Q_M_05	0.5	31451.1583	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	PoreWater	Q_M_BBL	0.5	56376.8735	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	PoreWater	Q_O_01	0.5	30942.9485	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	PoreWater	Q_O_BBL	0.5	76667.8162	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	PoreWater	Q_R_03	0.5	34317.2531	ng/L
Ephedrine	299-42-3	KWGRBVOPPLSCSI-WPRPVWTQSA-N	LC-HRMS	pharmaceutical	stimulans	stimulans	Cardiovascular system	Alpha adrenergic receptor agonist, Beta adrenergic receptor agonist	Alpha-1A, Beta-1 and Beta-2 adrenergic receptor	PoreWater	Q_R_05	0.5	34.1769	ng/L
